grant_id,title,year,first_author
EP/R032807/1,Automated multi-objective reaction optimisation: which algorithm should I use?,2022,Müller P
MR/N020081/1,Use of NanoBiT and NanoBRET to characterise interleukin-23 receptor dimer formation in living cells.,2023,Lay CS
EP/V007629/1,High Sodium-Ion Battery Capacity in Sulfur-Deficient Tin(II) Sulfide Thin Films with a Microrod Morphology,2023,Zhu Z
NE/M00080X/1,Cryptic diversity and ranavirus infection of a critically endangered Neotropical frog before and after population collapse,2019,Puschendorf R
EP/R027129/1,Block Poly(carbonate-ester) Ionomers as High-Performance and Recyclable Thermoplastic Elastomers.,2022,Gregory GL
BB/S020853/1,Bioengineering horizon scan 2020.,2020,Kemp L
EP/N020669/1,Modular supramolecular dimerization of optically tunable extended aryl viologens.,2019,Olesinska M
MR/K014080/1,Parenting boys with conduct problems and callous-unemotional traits: parent and child perspectives.,2023,Roberts R
EP/T00097X/1,Real-Time Scene Monitoring for Deaf-Blind People.,2022,Kassem K
EP/W018632/1,Application of large datasets to assess trends in the stability of perovskite photovoltaics through machine learning,2024,Alsulami B
ST/T00102X/1,Spectral functions of gauge theories with Banks-Zaks fixed points,2023,Kluth Y
MR/K01224X/1,Intracellular Mycobacterium tuberculosis Exploits Multiple Host Nitrogen Sources during Growth in Human Macrophages.,2019,Borah K
EP/M013219/1,Small bite-angle 2-phosphinophosphinine ligands enable rhodium-catalysed hydroboration of carbonyls.,2018,Newland RJ
EP/K031953/1,Iodide-Mediated Rapid and Sensitive Surface Etching of Gold Nanostars for Biosensing,2021,Xianyu Y
ES/K002309/1,Information-theoretic measures for nonlinear causality detection: application to social media sentiment and cryptocurrency prices.,2020,Keskin Z
ST/M001814/1,"Interpreting the historical terrestrial vertebrate biodiversity of Cayman Brac (Greater Antilles, Caribbean) through collagen fingerprinting",2019,Harvey V
EP/M01486X/1,Enhanced nanoparticle rejection in aligned boron nitride nanotube membranes.,2020,Casanova S
EP/K023950/1,Resolving the sign conflict problem for hp-hexahedral N&eacute;d&eacute;lec elements with application to eddy current problems,2017,Kynch R
NE/P018319/1,The Impact of Representations of Realistic Topography on Parameterized Oceanic Lee Wave Energy Flux,2022,Baker L
MR/L009226/1,First Trimester Circulating MicroRNA Biomarkers Predictive of Subsequent Preterm Delivery and Cervical Shortening.,2019,Cook J
NE/L004232/1,Vertically transmitted rhabdoviruses are found across three insect families and have dynamic interactions with their hosts.,2017,Longdon B
MR/T027932/1,Advances in exosome therapies in ophthalmology-From bench to clinical trial.,2022,Sanghani A
EP/P016294/1,Stratifying systems and g-vectors,2023,Mendoza O
AH/L007150/1,Literary translation and soft power: African literature in Chinese translation,2020,Batchelor K
EP/N01815X/1,Khovanov homology from Floer cohomology,2018,Abouzaid M
BB/L014793/1,The application of rapid evaporative ionization mass spectrometry in the analysis of Drosophila species-a potential new tool in entomology.,2020,Wagner I
ES/V011901/1,Tracking the Development of COVID-19-related PsyArXiv Preprints,2024,Wulf M
ES/L005719/1,Inter- and intra-household perceived relative inequality among disabled and non-disabled people in Liberia.,2019,Carew MT
BB/G529075/1,Bluetongue virus serotype 8-associated hydranencephaly in two calves in south-eastern England.,2010,Williamson SM
BB/L007576/1,A 5' UTR GGN repeat controls localisation and translation of a potassium leak channel mRNA through G-quadruplex formation.,2020,Maltby CJ
MC_UU_12011/5,Investigating the relationship between self-perception of fracture risk and prior fracture: findings from the Hertfordshire Cohort Study.,2023,Bevilacqua G
ST/K502406/1,Non-local thermal equilibrium spectra of atmospheric molecules for exoplanets,2022,Wright S
ES/S007105/1,"The examination of the relationship between Internet use at home, on the move and trip frequencies of public transport and private vehicle before and during the COVID-19 pandemic",2024,Hong J
NE/P013112/1,New composite bio- and isotope stratigraphies spanning the Middle Eocene Climatic Optimum at tropical ODP Site 865 in the Pacific Ocean,2020,Edgar K
ST/E500651/1,Evidence for a 3.8 MeV state in Be 9,2016,Smith R
EP/L024845/1,Verifiable Self-Aware Agent-Based Autonomous Systems,2020,Dennis L
EP/K018388/1,Notch signalling is a potential resistance mechanism of progenitor cells within patient-derived prostate cultures following ROS-inducing treatments.,2020,Packer JR
EP/R043434/1,Dynamical phase diagram of ultracold Josephson junctions,2020,Xhani K
BB/N020847/1,Climate change impacts on banana yields around the world,2019,Varma V
BB/G010579/1,Comparison of bone formation mediated by bone morphogenetic protein delivered by nanoclay gels with clinical techniques (autograft and InductOs&reg;) in an ovine bone model.,2022,Black C
ES/P00511X/1,"The Consequences of AMR Education and Awareness Raising: Outputs, Outcomes, and Behavioural Impacts of an Antibiotic-Related Educational Activity in Lao PDR.",2018,Haenssgen MJ
NE/K009656/1,Dehydration-induced instabilities at intermediate depths in subduction zones,2017,Brantut N
MR/M005070/1,The Common HNF1A Variant I27L Is a Modifier of Age at Diabetes Diagnosis in Individuals With HNF1A-MODY.,2018,Locke JM
ST/H008519/1,The redshift evolution of massive galaxy clusters in the MACSIS simulations,2017,Barnes D
EP/M025020/1,A combined transient photovoltage and impedance spectroscopy approach for a comprehensive study of interlayer degradation in non-fullerene acceptor organic solar cells.,2019,Pockett A
BB/M021424/1,pUL21 is a viral phosphatase adaptor that promotes herpes simplex virus replication and spread.,2021,Benedyk TH
EP/X01228X/1,Enhancing the Downlink Rate Fairness of Low-Resolution Active RIS-Aided Signaling by Closed-Form Expression-Based Iterative Optimization,2024,Chen Y
EP/K020439/1,Breast MRI segmentation for density estimation: Do different methods give the same results and how much do differences matter?,2017,Doran SJ
EP/P001386/1,Synthesis and Characterization of Yttrium Methanediide Silanide Complexes.,2023,Réant BLL
BB/M022692/1,Amino acid sensing in hypothalamic tanycytes via umami taste receptors.,2017,Lazutkaite G
EP/K014714/1,Extracting structural information of Au colloids at ultra-dilute concentrations: identification of growth during nanoparticle immobilization.,2019,Tierney GF
EP/M010953/1,Self-interaction free local exchange potentials applied to metallic systems.,2017,Clark SJ
EP/P006930/1,A Novel Weighted Averaging Operator of Linguistic Interval-Valued Intuitionistic Fuzzy Numbers for Cognitively Inspired Decision-Making,2023,Qin Y
EP/P030181/1,Low-latency wavelength-switched clock-synchronized intra-data center interconnects enabled by hollow core fiber.,2023,Zhou Z
NE/T002220/1,Low-frequency variability enhancement of the midlatitude climate in an eddy-resolving coupled ocean-atmosphere model-part II: ocean mechanisms,2023,Kurashina R
EP/J017205/1,"Multisensory integration, sensory substitution and visual rehabilitation.",2014,Proulx MJ
BB/N004590/1,"The Antimicrobial Peptide, Bactenecin 5, Supports Cell-Mediated but Not Humoral Immunity in the Context of a Mycobacterial Antigen Vaccine Model.",2020,Munshi T
EP/J005762/1,Measurement-Device-Independent Quantum Key Distribution With Ensemble-Based Memories,2015,Piparo N
BB/P005454/1,Proteoliposomes as energy transferring nanomaterials: enhancing the spectral range of light-harvesting proteins using lipid-linked chromophores.,2019,Hancock AM
ST/K00235X/1,The photonic lantern,2015,Birks T
EP/P025803/1,Light-Induced Reversible Control of Ferroelectric Polarization in BiFeO3.,2018,Yang MM
BBS/E/B/000C0427,CCR8 marks highly suppressive Treg cells within tumours but is dispensable for their accumulation and suppressive function,2021,Whiteside S
EP/N510129/1,The simplex geometry of graphs,2019,Devriendt K
EP/T013893/2,Edge Distribution of Thinned Real Eigenvalues in the Real Ginibre Ensemble,2022,Baik J
EP/S020527/1,Low-density limit of dynamical correlations in the Lieb-Liniger model,2021,Granet E
EP/K022156/1,Maximum Power Point Tracking Converter Based on the Open-Circuit Voltage Method for Thermoelectric Generators,2015,Montecucco A
ES/N00812X/1,"Educational differentials in key domains of physical activity by ethnicity, age and sex: a cross-sectional study of over 40 000 participants in the UK household longitudinal study (2013-2015).",2020,Fluharty ME
EP/R003025/2,Uniform estimates for oscillatory integrals with homogeneous polynomial phases of degree 4,2022,Ruzhansky M
BB/L013940/1,Physicochemical and metabolic constraints for thermodynamics-based stoichiometric modelling under mesophilic growth conditions,2021,Tomi-Andrino C
BB/I005390/1,"Fructan synthesis, accumulation and polymer traits. II. Fructan pools in populations of perennial ryegrass (Lolium perenne L.) with variation for water-soluble carbohydrate and candidate genes were not correlated with biosynthetic activity and demonstrated constraints to polymer chain extension.",2015,Gallagher JA
ES/M010082/1,"Mass higher education and the slow road to freedom Peter Scott, Retreat or Resolution? Tackling the Crisis of Mass Higher Education, Policy Press, 2021",2023,Marginson S
EP/V050400/1,Unique continuation for the Lam&eacute; system using stabilized finite element methods,2023,Burman E
BB/H005412/2,Ferrous Iron Binding Key to Mms6 Magnetite Biomineralisation: A Mechanistic Study to Understand Magnetite Formation Using pH Titration and NMR Spectroscopy.,2016,Rawlings AE
EP/N010221/1,Optimal reduced space for Variational Data Assimilation,2019,Arcucci R
ST/K00042X/1,High-resolution synthetic UV-submm images for Milky Way-mass simulated galaxies from the ARTEMIS project,2022,Camps P
ES/L011840/1,Cars and socio-economics: understanding neighbourhood variations in car characteristics from administrative data,2016,Lansley G
ST/P000681/1,Pion valence structure from Ioffe-time parton pseudodistribution functions,2019,Joó B
EP/S019367/1,Slip activity during low-stress cold creep deformation in a near-a titanium alloy,2022,Dichtl C
ST/G00272X/1,Micro flow injection ICP-MS analysis of high matrix samples: an investigation of its capability to measure trace elements in iron meteorites,2018,Holdship P
EP/F032293/1,Ubiquity of amplitude-modulated magnetic ordering in the H - T phase diagram of the frustrated non-Fermi-liquid YbAgGe,2021,Larsen C
EP/N007743/1,Gaussian mixture 3D morphable face model,2018,Koppen P
EP/P003494/1,Electrodeposition and Optimisation of Amorphous NixSy Catalyst for Hydrogen Evolution Reaction in Alkaline Environment.,2024,Lyu C
NE/R015651/1,Atmospheric impacts of the space industry require oversight,2022,Shutler J
BB/E004946/1,Adaptive harmonic generation microscopy of mammalian embryos.,2009,Jesacher A
EP/S030638/1,Multifold Enhanced Photon Upconversion in a Composite Annihilator System Sensitized by Perovskite Nanocrystals.,2024,Chua XW
EP/R006245/1,Measuring the brittle-to-ductile transition temperature of tungsten-tantalum alloy using chevron-notched micro-cantilevers,2020,Li B
NE/F005806/1,Individual-Based Modeling of Amazon Forests Suggests That Climate Controls Productivity While Traits Control Demography,2019,Fauset S
NE/M011275/1,Solubilization of struvite and biorecovery of cerium by Aspergillus niger.,2022,Kang X
EP/R021236/1,Bloch oscillations along a synthetic dimension of atomic trap states,2023,Oliver C
EP/K014706/2,Direct observation of the evolving metal-support interaction of individual cobalt nanoparticles at the titania and silica interface.,2020,Qiu C
EP/V00252X/1,On the parameterized complexity of clustering problems for incomplete data,2023,Eiben E
BBS/E/J/000PR9796,Sensor NLR immune proteins activate oligomerization of their NRC helpers in response to plant pathogens.,2023,Contreras MP
BB/J01754X/1,The Autophagy Protein ATG16L1 Is Required for Sindbis Virus-Induced eIF2a Phosphorylation and Stress Granule Formation.,2019,Jefferson M
EP/P011446/1,Development of a new 'human cyber-resilience scale',2023,Joinson A
ST/L000563/1,Statistical characterization of the growth and spatial scales of the substorm onset arc.,2015,Kalmoni NM
EP/M025187/1,Sliding viscoelastic drops on slippery surfaces,2016,Xu H
EP/N01572X/1,"Influence of One Specific Carbon-Carbon Bond on the Quality, Stability, and Photovoltaic Performance of Hybrid Organic-Inorganic Bismuth Iodide Materials",2019,Fabian D
EP/W014580/1,Environment-Driven Variability in Absolute Band Edge Positions and Work Functions of Reduced Ceria.,2024,Zhang X
BB/J001201/1,Optimization of a &quot;bump-and-hole&quot; approach to allele-selective BET bromodomain inhibition.,2018,Runcie AC
EP/M019691/1,Transition to a many-body localized regime in a two-dimensional disordered quantum dimer model,2020,Théveniaut H
EP/N010884/1,Emerging Trends in Optimal Structural Health Monitoring System Design: From Sensor Placement to System Evaluation,2020,Barthorpe R
BB/M027023/1,A Noncanonical Proximal Heme Ligand Affords an Efficient Peroxidase in a Globin Fold.,2018,Pott M
MC_PC_17213,The Cambridge Cognitive and Psychiatric Assessment Kit (CamCOPS): A Secure Open-Source Client-Server System for Mobile Research and Clinical Data Capture.,2021,Cardinal RN
ES/M011291/1,Surviving in an age of transparency: Emancipatory transparency-making in food governance in Italy,2023,Koensler A
EP/R017727/1,Gazing into the Crystal Ball: A Review of Futures Analysis to Promote Environmental Justice in the UK Water Industry,2022,Bowman B
ST/L003910/1,Population III X-ray binaries and their impact on the early universe,2023,Sartorio N
EP/W007460/1,A second-order correction method for loosely coupled discretizations applied to parabolic-parabolic interface problems,2024,Burman E
ST/Y001508/1,ExoMol line lists - LX. Molecular line list for the ammonia isotopologue 15NH3,2024,Yurchenko S
EP/V002635/1,Target Localization Using Time-Modulated Directional Modulated Transmitters,2022,Huang G
ST/T000341/1,Measurements of the diffuse Galactic synchrotron spectral index and curvature from MeerKLASS pilot data,2022,Irfan M
NE/R016429/1,A diversity of diversities: Do complex environmental effects underpin associations between below- and above-ground taxa?,2024,Seaton F
EP/S004459/1,Simultaneous Quantification of the Interplay Between Molecular Turnover and Cell Mechanics by AFM-FRAP.,2019,Skamrahl M
BB/L012308/1,"Awareness, concern and willingness to adopt biosecure behaviours: public perceptions of invasive tree pests and pathogens in the UK.",2017,Urquhart J
ES/L013800/1,The internal structure of Greater London: a comparison of national and regional geodemographic models,2015,Singleton A
EP/K006924/1,"Reliable, resilient and sustainable water management: the Safe &amp; SuRe approach.",2017,Butler D
EP/V047914/1,Validating S-parameter measurements of RF integrated circuits at milli-Kelvin temperatures,2022,Stanley M
BB/G01616X/1,Marine yeast isolation and industrial application.,2014,Zaky AS
EP/L013797/1,Quaternary phosphonium-based (TPQPCl)-ionomer/graphite nanoplatelets composite chemically modified electrodes: a novel platform for sensing applications,2018,Hernandez-Aldave S
NE/R001782/1,The effect of atmospheric nudging on the stratospheric residual circulation in chemistry-climate models,2019,Chrysanthou A
EP/G03088X/1,Simultaneous Optimization of Colloidal Stability and Interfacial Charge Transfer Efficiency in Photocatalytic Pt/CdS Nanocrystals.,2016,Li W
BB/P028179/1,Placental volume at 11 weeks is associated with offspring bone mass at birth and in later childhood: Findings from the Southampton Women's Survey.,2020,Woolford SJ
EP/G055165/1,Nanoscale Electrostatic Modulation of Mega-Ampere Electron Current in Solid-Density Plasmas,2021,Li R
NE/S005390/1,Aerosol optical depth disaggregation: toward global aerosol vertical profiles,2024,Bouabid S
EP/S01702X/1,"Modelling amorphization and dissolution of Zr(Fe,Cr)2 secondary phase precipitates in Zircaloys",2024,Robson J
BB/P004806/1,Genomic and non-genomic pathways are both crucial for peak induction of neurite outgrowth by retinoids.,2019,Khatib T
MR/N010477/1,Gaussia Luciferase as a Reporter for Quorum Sensing in Staphylococcus aureus.,2020,Blower I
MR/W015560/1,SARS-CoV-2 viral dynamic modeling to inform model selection and timing and efficacy of antiviral therapy.,2023,Zhang S
EP/M020207/1,Elastic shear wave scattering by randomly rough surfaces,2020,Haslinger S
ES/L011867/1,The consequential Nationalist-Globalist policy divide in contemporary Britain: some initial analyses,2017,J. Scotto T
MR/N002679/1,Coordination of Chromosome Segregation and Cell Division in Staphylococcus aureus.,2017,Bottomley AL
EP/R006377/1,Multi-Agent Reinforcement Learning-Based Buffer-Aided Relay Selection in IRS-Assisted Secure Cooperative Networks,2021,Huang C
MC_UU_00011/3,"Early adulthood socioeconomic trajectories contribute to inequalities in adult cardiovascular health, independently of childhood and adulthood socioeconomic position.",2021,Winpenny EM
BB/I019227/1,Novel Aryl Substituted Pyrazoles as Small Molecule Inhibitors of Cytochrome P450 CYP121A1: Synthesis and Antimycobacterial Evaluation.,2017,Taban IM
ST/R002371/1,mglens : Modified gravity weak lensing simulations for emulation-based cosmological inference,2023,Harnois-Déraps J
MR/V024906/1,Opportunities for AC Loss Reduction in Metal Additive Formed Hairpin Windings,2024,Mellor P
BB/T000023/1,Photosynthesis under a red Sun: predicting the absorption characteristics of an extraterrestrial light-harvesting antenna,2023,Duffy C
EP/P020194/1,Identifying Raman modes of Sb 2 Se 3 and their symmetries using angle-resolved polarised Raman spectra,2020,Fleck N
EP/M001458/2,Current status and future development of solvent-based carbon capture.,2017,Oko E
BB/G023913/2,Real-time anti-poaching tags could help prevent imminent species extinctions.,2016,O'Donoghue P
EP/K030132/1,Exfoliation of Layered Na-Ion Anode Material Na 2 Ti 3 O 7 for Enhanced Capacity and Cyclability,2018,Tsiamtsouri M
ST/R000549/1,"Molecules with ALMA at Planet-forming Scales (MAPS). XIX. Spiral Arms, a Tail, and Diffuse Structures Traced by CO around the GM Aur Disk",2021,Huang J
EP/N004884/1,3D Cage COFs: A Dynamic Three-Dimensional Covalent Organic Framework with High-Connectivity Organic Cage Nodes.,2020,Zhu Q
ST/R000832/1,The impact of stochastic modelling on the predictive power of galaxy formation simulations,2023,Borrow J
BB/L01923X/1,"Mechanisms of activation of the transcription factor Nrf2 by redox stressors, nutrient cues, and energy status and the pathways through which it attenuates degenerative disease",2015,Tebay L
EP/T017899/1,Homogenised governing equations for pre-stressed poroelastic composites,2023,Miller L
EP/J004197/1,Novel evaluation metrics for sparse spatio-temporal point process hotspot predictions - a crime case study,2016,Adepeju M
EP/P001440/1,Nanoextraction Coupled to Liquid Chromatography Mass Spectrometry Delivers Improved Spatially Resolved Analysis.,2019,Lewis HM
EP/G060649/1,Emerging Two-Dimensional Crystallization of Cucurbit[8]uril Complexes: From Supramolecular Polymers to Nanofibers.,2019,Barrio JD
EP/P024904/1,Ferroelectric switching and scale invariant avalanches in BaTi O 3,2019,Salje E
NE/S010866/2,Horizontal transfers between fungal Fusarium species contributed to successive outbreaks of coffee wilt disease.,2024,Peck LD
MR/P018807/1,SNX27-Retromer directly binds ESCPE-1 to transfer cargo proteins during endosomal recycling.,2022,Simonetti B
MR/N024397/1,A Maternal Serum Metabolite Ratio Predicts Large for Gestational Age Infants at Term: A Prospective Cohort Study.,2022,Sovio U
EP/P030831/1,Slot-die coating of perovskite solar cells: An overview,2020,Patidar R
EP/M019918/1,Quantitative verification and strategy synthesis for stochastic games,2016,Svorenová M
MR/R005982/1,Neutrophilic inflammation in the respiratory mucosa predisposes to RSV infection,2020,Habibi M
NE/W007924/1,Western disturbances and climate variability: a review of recent developments,2025,Hunt K
ST/R002371/1,Quantum chaos in supersymmetric quantum mechanics: An exact diagonalization study,2022,Buividovich P
EP/N009533/1,Covalent organic framework photocatalysts: structures and applications.,2020,Wang H
NE/M00886X/1,Seasonal and Temporal Variations of Field-Aligned Currents and Ground Magnetic Deflections During Substorms,2018,Forsyth C
EP/V048651/1,Engineering a nanoscale liposome-in-liposome for in situ biochemical synthesis and multi-stage release.,2024,Pilkington CP
ES/P002862/1,Worrying times: the fear of crime and nostalgia,2021,Farrall S
BB/L018853/1,"Prevalence and diversity of H9N2 avian influenza in chickens of Northern Vietnam, 2014.",2016,Thuy DM
ES/K002198/1,Rethinking the 'everyday' in 'ethnicity and everyday life',2014,Smith A
EP/N01930X/1,Analytic solution of the domain-wall nonequilibrium stationary state,2018,Collura M
EP/S019367/1,Microstructural control of LPBF Inconel 718 through post processing of intentionally placed AM discontinuity distributions,2024,Livera E
ST/M000877/1,"Formation, vertex deviation, and age of the Milky Way's bulge: input from a cosmological simulation with a late-forming bar",2019,Debattista V
EP/V001914/1,Crystalline AuNP-Decorated Strontium Niobate Thin Films: Strain-Controlled AuNP Morphologies and Optical Properties for Plasmonic Applications.,2023,Yao Q
BBS/E/I/00007036,Immune Escape Adaptive Mutations in the H7N9 Avian Influenza Hemagglutinin Protein Increase Virus Replication Fitness and Decrease Pandemic Potential.,2020,Chang P
EP/G011397/1,"Structure and dynamics of aqueous 2-propanol: a THz-TDS, NMR and neutron diffraction study.",2015,McGregor J
EP/M005178/1,Controlling the preferential motion of chiral molecular walkers on a surface,2019,Abbasi-Pérez D
BB/J017582/1,Arabidopsis Lunapark proteins are involved in ER cisternae formation.,2018,Kriechbaumer V
BB/M003604/1,Structure and Dynamics of the Central Lipid Pool and Proteins of the Bacterial Holo-Translocon.,2019,Martin R
EP/K027611/1,Ultrasonic waves in uniaxially stressed multilayered and one-dimensional phononic structures: Guided and Floquet wave analysis,2018,Demcenko A
MR/K013157/1,Altered ratios of pro- and anti-angiogenic VEGF-A variants and pericyte expression of DLL4 disrupt vascular maturation in infantile haemangioma.,2016,Ye X
EP/V027433/1,Recent advances in carbon-based nanomaterials for multivalent-ion hybrid capacitors: a review,2023,Gao X
EP/J015059/1,Expanding the Scope of Density Derived Electrostatic and Chemical Charge Partitioning to Thousands of Atoms.,2014,Lee LP
EP/P024904/1,Dynamic domain boundaries: chemical dopants carried by moving twin walls.,2023,Salje EKH
MR/N00275X/1,A unique androgen excess signature in idiopathic intracranial hypertension is linked to cerebrospinal fluid dynamics.,2019,O'Reilly MW
EP/N032888/1,Thermal Runaway of a Li-Ion Battery Studied by Combined ARC and Multi-Length Scale X-ray CT,2020,Patel D
EP/L014416/1,A structural investigation of heteroleptic lanthanide substituted cyclopentadienyl complexes,2015,Ortu F
EP/M014266/1,Unraveling the Large Deviation Statistics of Markovian Open Quantum Systems.,2019,Carollo F
ST/Y004418/1,Probing grand unification with quantum sensors,2024,Calmet X
MR/X024105/1,Brillouin-Mandelstam scattering in telecommunications optical fiber at millikelvin temperatures,2025,Cryer-Jenkins E
EP/W003732/1,Optimization of reversible solid oxide cell system capacity combined with an offshore wind farm for hydrogen production and energy storage using the PyPSA power system modelling tool,2024,Guichard J
BB/S007245/1,TLN1 contains a cancer-associated cassette exon that alters talin-1 mechanosensitivity.,2023,Gallego-Paez LM
NE/S006710/1,Remote Mapping of Bedrock for Future Cosmogenic Nuclide Exposure Dating Studies in Unvisited Areas of Antarctica,2025,Adams J
EP/P007155/1,Generalized Pauli constraints in small atoms,2018,Schilling C
EP/K039407/1,??????????? ??????????? ? ?????????????? ?????? ?? ?????????? ??????? ??,2015,Nursultanov E
ST/G000611/1,Angular profile of emission of non-zero spin fields from a higher-dimensional black hole,2009,Casals M
EP/P001076/1,The role of high-resolution cartilage thickness distribution for contact mechanics predictions in the tibiofemoral joint.,2025,Cooper RJ
EP/R001715/1,Transitions in porous oxide morphologies on AA2024-T3 anodized under high currents and low temperatures: Impact on corrosion behaviour,2022,Qin J
BB/M000249/1,Site-Specific One-to-One Click Coupling of Single Proteins to Individual Carbon Nanotubes: A Single-Molecule Approach,2017,Freeley M
BB/N016947/1,A study protocol for a randomised crossover study evaluating the effect of diets differing in carbohydrate quality on ileal content and appetite regulation in healthy humans,2019,Byrne C
EP/P010164/1,Toward the Optimal Antenna-Based Wireless Sensing Strategy: An Ice Sensing Case Study,2022,Wagih M
ST/K502042/1,Limits on Spin-Dependent WIMP-Nucleon Cross Section Obtained from the Complete LUX Exposure.,2017,Akerib DS
BB/K01434X/1,Succession of physiological stages hallmarks the transcriptomic response of the&nbsp;fungus Aspergillus niger to lignocellulose.,2020,van Munster JM
EP/M02833X/1,Raman-activated sorting of antibiotic-resistant bacteria in human gut microbiota.,2020,Wang Y
EP/M024423/1,Magnetic soliton confinement and discretization effects arising from macroscopic coherence in a chiral spin soliton lattice,2015,Togawa Y
EP/L020815/1,The design of additively manufactured lattices to increase the functionality of medical implants.,2019,Burton HE
BB/J004723/1,Coding of odors in the anterior olfactory nucleus.,2019,Tsuji T
EP/W007150/1,On the incremental equations in surface elasticity,2024,Yu X
ES/R004773/1,'Capturing the magic': grassroots perspectives on evaluating open youth work,2022,de St Croix T
ST/K000977/1,A Gaia DR2 search for dwarf galaxies towards Fermi-LAT sources: implications for annihilating dark matter,2018,Ciuca I
NE/L003988/1,Microplastics in marine mammals stranded around the British coast: ubiquitous but transitory?,2019,Nelms SE
MC_PC_20030,"COVID-19 vaccination in pregnancy: the impact of multimorbidity and smoking status on vaccine hesitancy, a cohort study of 25,111 women in Wales, UK.",2023,Mhereeg M
EP/S019111/1,"A review of principles and options for the re-use of machining chips by solid, semi-solid or melt-based processing",2024,Murray J
ST/S006109/1,Recurring outbursts of the supernova impostor AT 2016blu in NGC 4559,2023,Aghakhanloo M
MC_UU_00011/1,Genetic predisposition to metabolically unfavourable adiposity and prostate cancer risk: A Mendelian randomization analysis.,2023,Perez-Cornago A
EP/P016618/1,Fragment-oriented synthesis: ß-elaboration of cyclic amine fragments using enecarbamates as platform intermediates.,2020,Trindade AF
ST/L000296/1,Calculation of the Hadronic Vacuum Polarization Disconnected Contribution to the Muon Anomalous Magnetic Moment.,2016,Blum T
ES/S011382/1,Geospatial distributions reflect temperatures of linguistic features.,2021,Kauhanen H
EP/S005315/1,Kinetic Treatments for Catalyst Activation and Deactivation Processes based on Variable Time Normalization Analysis,2019,Martínez-Carrión A
EP/N021614/1,A review of asset management literature on multi-asset systems,2019,Petchrompo S
EP/N03337X/1,Redox Control of Charge Transport in Vertical Ferrocene Molecular Tunnel Junctions,2020,Jia C.
NE/R017441/1,Increasing timber and declining live plant diversity and volumes in global trade from 2000 to 2020,2024,Naqinezhad A
BB/T018119/1,Optimisation of 1H PMLG homonuclear decoupling at 60 kHz MAS to enable 15N-1H through-bond heteronuclear correlation solid-state NMR spectroscopy.,2022,Tognetti J
MR/K005464/1,MEG abnormalities and mechanisms of surgical failure in neocortical epilepsy,2023,Owen T
EP/M018679/1,Near-surface structure and residual stress in as-machined synthetic graphite,2018,März B
EP/N024303/1,Impedance Characterization of the Transport Properties of Electrolytes Contained within Porous Electrodes and Separators Useful for Li-S Batteries,2018,Raccichini R
NE/L013770/1,Strong tidal variations in ice flow observed across the entire Ronne Ice Shelf and adjoining ice streams,2017,Rosier S
ST/R000832/1,Resolving the physics of quasar Ly a nebulae (RePhyNe): I. Constraining quasar host halo masses through circumgalactic medium kinematics,2023,de Beer S
EP/V011863/2,Responsible use of Generative AI in chemical engineering,2024,Daniel T
EP/S019367/1,Understanding the microstructure behaviour of the Li-ion battery separator under compression using 3D image-based modelling,2022,Sun W
EP/N006615/1,Synthesis of micellar-like terpolymer nanoparticles with reductively-cleavable cross-links and evaluation of efficacy in 2D and 3D models of triple negative breast cancer.,2020,Monteiro PF
EP/H004823/1,"Subtle Interactions and Electron Transfer between U III , Np III , or Pu III and Uranyl Mediated by the Oxo Group",2016,Arnold P
EP/K003038/1,All-Fiber Passive Alignment-Free Depolarizers Capable of Depolarizing Narrow Linewidth Signals,2019,Mutugala U
AH/R014523/1,"Honouring ancestry, celebrating presence - the grand opening of the Nunalleq Culture and Archaeology Center",2023,Hillerdal C
MR/S001824/1,Cell Wall Composition Heterogeneity between Single Cells in Aspergillus fumigatus Leads to Heterogeneous Behavior during Antifungal Treatment and Phagocytosis.,2020,Bleichrodt RJ
EP/P003990/1,Message Passing-Aided Joint Data Detection and Estimation of Nonlinear Satellite Channels,2023,Zhang Y
EP/S001557/1,Gate tunable graphene-integrated metasurface modulator for mid-infrared beam steering.,2019,Shi C
EP/F034601/1,Optimization of Quantum Trajectories Driven by Strong-Field Waveforms,2014,Haessler S
ES/S008381/1,Missing the target: Are local climate targets aligned with national net zero ambitions?,2022,Sudmant A
BB/K001094/1,Radical-Triggered Reaction Mechanism of the Green-to-Red Photoconversion of EosFP.,2020,Fare C
EP/K022156/1,Constant heat characterisation and geometrical optimisation of thermoelectric generators,2015,Montecucco A
MR/S015329/1,Discriminating sensing of explosive molecules using graphene-boron nitride-graphene heteronanosheets.,2022,Algharagholy LA
EP/N026799/1,A Versatile Mass-Sensing Platform With Tunable Nonlinear Self-Excited Microcantilevers,2018,Mouro J
EP/J016985/1,Coherent control of group index and magneto-optical anisotropy in a multilevel atomic vapor.,2016,Lampis A
EP/K013564/1,Pressure-induced localisation of the hydrogen-bond network in KOH-VI,2015,Hermann A
NE/K010654/1,Wide-Angle Seismic Imaging of Two Modes of Crustal Accretion in Mature Atlantic Ocean Crust,2020,Davy R
EP/S028617/1,Exploring the ultrafast and isomer-dependent photodissociation of iodothiophenes via site-selective ionization.,2024,Razmus WO
EP/L023202/1,Structure of Amphiphilic Terpolymer Raspberry Vesicles.,2017,Guo Y
